mangaId,title,img,latestChapter,rating,src,description,authors
manga-ia985383,I'll Save A Decent Family,/mangaimage/manga-ia985383.jpg,Chapter 119,3.78,/manga/manga-ia985383,".Ji-Woo Lee, an author gets reincarnated into her novel as Tara Elias, the 5th daughter of the Elias family. However, the family is supposed to fall soon, and everyone in it will be executed. Ji-Woo insists that she will escape her fate.""I thought everything was going smoothly.""That is, until she meets the second prince. Prince Kyle Amur.",무늬랑
manga-nb990936,Home Centre Sales Clerk’S Life In Another World,/mangaimage/manga-nb990936.jpg,Chapter 12.1,4.74,/manga/manga-nb990936,"Mako, a home centre sales clerk, fell asleep at the entrance of her house after her shift due to work fatigue. Only to wake up in a different world?! She was at a complete loss when the beastmen twins gave her shelter from the storm in their house in the village. However, it was a very poor village with tattered houses and no crops. In order to help her lifesavers, Mako decides to revitalize the village using the cheat skills unique to the home improvement clerk, obtained in a different world!",Kyuu Hachikawa
manga-nf991040,My Younger Brother Forces My Flower Path,/mangaimage/manga-nf991040.jpg,Chapter 74,4.57,/manga/manga-nf991040,"When I was reincarnated, I only wanted to live happily with my one and only younger brother. But the problem is, my younger brother, who will do anything for my sake, gave me the crown off the head of the tyrant who was the Emperor just up until yesterday. ""I'll make the continent kneel at your feet, Sister!"" ...At this rate, before becoming the first Empress to unify the continent, I might die from overwork. And so, I decided to bring in a pushover--I mean, a husband--who is good at doing work, but... The Duke of Derhardt is called the monster of the North. He's compatible with his brother-in-law and is the Crazy-Bastard-No-2 who also dreams of unification. Ha... these punks really....",Hylain
manga-xj1000792,Tensei Yuusha Wa Joshikousei!?: Maou No Dekiai Ni Komattemasu,/mangaimage/manga-xj1000792.jpg,Vol.1 Chapter 1.2,4.91,/manga/manga-xj1000792,"The hero who lost to the Demon King in his previous life has been reincarnated as a high school girl!? The Demon King is a high school boy! Sages, Wizards, Tricksters, Ex-Heroes and friends unfold the most fun and messy school life  - The fateful romantic comedy of reincarnation is about to begin!!",Aniya Yuiji
manga-hi985165,I Became The Chef Of The Dragon King,/mangaimage/manga-hi985165.jpg,Chapter 60,4.76,/manga/manga-hi985165,"Chong Shim threw herself into the sea of Indangsu! What will happen when she wakes up in a lazy dragon’s dungeon? Meet many cute monsters while living a delicious, symbiotic life!",Moon Baek-Kyung
manga-pj992966,I Picked A Mobile From Another World,/mangaimage/manga-pj992966.jpg,Chapter 188,4.2,/manga/manga-pj992966,"I Picked a Mobile From Another World manhwa, In the midst of the devastation, only the soldiers' bones remained. It's only a matter of time before the entire world is annihilated. To avoid this, Kyung-Hoon began searching for clues in another universe with the help of a ten-year-old phone he discovered in an abandoned building.",Kingmaker (킹메이커)
manga-qk994245,The Heat Of The Reincarnated Villainess,/mangaimage/manga-qk994245.jpg,Chapter 81,4.1,/manga/manga-qk994245,"A detested villainess and a proper prince are instinctually drawn to each other's bodies before they have a chance to develop feelings. What will their destiny be!?I was reincarnated into the world of the otome game ""Prince of Prince"" as Rose, the hated villainess. Originally, the heroine and the prince were supposed to be attracted to each other, and due to the influence of a special pheromone, they were supposed to go into heat, but for some reason, now the pheromone works on the villainess and the prince...?! ""It's different from the game I know...!""",Iruka Notsuno
manga-oi991417,Villager A Wants To Save The Villainess No Matter What!,/mangaimage/manga-oi991417.jpg,Vol.6 Chapter 27: Prophecy And Blessing,4.78,/manga/manga-oi991417,"Allen, an eight-year-old boy from a poor family in the royal capital, is living a poor but happy life together with his mother. One day, however, memories of his previous life suddenly come back to him and he remembers that he is in an dating sim game and that the capital will be destroyed by war if he doesn’t do something about it.If this continues, both he and his mother will be killed!With a sense of urgency, he decides to rise to the occasion in order to save his precious mother’s life and save his favorite character, the villainous young lady Anastasia, the only girl he liked in the game, from her all too tragic and ruinous end.This is the story of a man who isn’t even a character in the game, but who strives with his steely determination and uses all the knowledge he has to turn overcome fate!Original Jp Web Novel: https://ncode.syosetu.com/n6755gk/",Meguro Sankichi
manga-mr989626,I’Ve Been Here From The Beginning,/mangaimage/manga-mr989626.jpg,Chapter 81,4.25,/manga/manga-mr989626,"Don't do that too much. Poor maidThe day after I commented on the pity of the extra maid, who even the author had forgotten.He has possessed that poor maid, Maria Mayer.Due to the convergence of its presence to 0, it even acquired the title of ghost.Still, I thought that Icould do my job with sincerity, but people who were interested in her began to appear.Even the future princes and grand dukes!""Can't you feel the presence? What the hell is your identity?""With the Crown Prince Elias who was half interested and half wary about Maria's identity, he wanted to keep him by my side.""It doesn't matter that I don't remember. In the future, you can make sure you don't forget me.""Archduke Dietrich approached with a smile as if he knew it even though it was the first time he had seen it.me, i I'm just an ordinary maid 1 (Special: Ghost)!*""Where are you looking?""A black shadow slowly appeared behind the man's back.""It's just my afterimage.""nice. it was famous",허쉬하임
manga-mw989679,Princess Of Doom,/mangaimage/manga-mw989679.jpg,Chapter 102,4.5,/manga/manga-mw989679,"The Demon King, Kaon broke the taboo and tried to revive his dead lover. However, the magic went beyond his expectations and created a new existence, a little girl who looked exactly like his dead lover. However, her soul was that of a Korean woman, ""Lee Eun"".The Demon King tried to kill the child and failed. Hence, he thought that it was related to the will of his deceased lover. As such, he made her a princess. And that was how ""Luciana Road Moon Bloodlane"", a combination of the power of mankind's greatest magician, ""Asela"", and the Demon KIng, Kaon, was born.But that was the Demon King's position!Lee Eun had suddenly fallen into another world on the very day she had won the lottery!""Send me back! I could've been happy in the modern world!""But why am I liking this place more and more?What is the prophecy of destruction?In a world full of secrets, you'll meet friends and family, forging friendship and love that didn't exists in the modern world. A new world unfolds and the even the pain of the past is healed.""Asela, tell me why.""Tell me why we met.파멸의 공주님",Han Se-Ram
manga-ps993153,Gakuen Kishi No Level Up!,/mangaimage/manga-ps993153.jpg,Chapter 33.2,4.31,/manga/manga-ps993153,"Soma, who reincarnated with the memory of the previous life, was awakened to the rare ability ""trial and error"" that can confirm the skill level numerically, and thanks to that, he was able to raise various levels evenly. At the entrance ceremony at the knight training school that I admired, the student's skill level and skill level are judged and classified, and the top class ""Soryu(Blue Dragon)"" is certain if it exceeds the total skill level ""200"". The thing is however, the total level of Soma at this time was ""1012"", which should have been far above the margin , but the judgment machine was a specification that could not measure the 4-digit level !! As a result, it was wrong even though it was the academic ability of the top grade. Soma enters the problem child class by judgment, but with the skill of ""trial and error"", Soma causes a big revolution in the aristocratic school !! The school fantasy presented by the strongest reincarnated person in the dropout class opens",Mikami Yasuaki
manga-st995828,Bocchi Jieikan No Isekai Funsenki,/mangaimage/manga-st995828.jpg,Vol.3 Chapter 16: Sdf Go West 2,4.56,/manga/manga-st995828,"Takeshi Jinguji, an executive candidate of the Self-Defense Force, who had just graduated from the University of Defense, was reincarnated into a different world due to a traffic accident. The inventory had the standard equipment of the Japan Ground Self-Defense Force! Jingoji Joe's self-defense officer battle action that makes the fantasy world unrivaled with equipment stronger than magic!!",Heesokai
manga-vi998417,The Savior Is Ruined,/mangaimage/manga-vi998417.jpg,Chapter 1,4.76,/manga/manga-vi998417,"The male protagonist who has cleared all types of different worlds comes to Earth, and he decides to give up his identity as a savior and starts to show off. It turns out that the seemingly peaceful earth is a world designed by the enemy. The helpless male protagonist has no choice but to start resisting under the agreement with the God King in order to have a peaceful life.",弱才
manga-oc992111,I Became A Ceo In The Other World,/mangaimage/manga-oc992111.jpg,Chapter 31,3.61,/manga/manga-oc992111,"I Became A CEO In The Other World manhua, After being transmigrated to another world, he did one thing and reorganized the labyrinth of the devil into a company, and since then he has embarked on a path he never imagined.",修卡
manga-gg984163,Garbage Hero: A Revenge Story Of A Hero Who Got Summoned To Another World,/mangaimage/manga-gg984163.jpg,Chapter 42,4.4,/manga/manga-gg984163,"While on a regular school day, Tsukuru along with his classmates got transported to another world. However, at the other side of the summoning there was a hero's auction, where each nation would bid for the heroes to defeat the demon kings of each territory. While his classmates received cheat jobs and got auctioned quickly Tsukuru got the useless job ""Chef"", as no nation bid for him, he got thrown out through a transfer gate. At the other side of the gate was a territory dominated by strong monsters...As he manages to survive the monster's attacks while nearly dying, Tsukuru goes forward on the path of becoming the strongest!",Kinashi Haruka
manga-tt996976,Samurai In Another World,/mangaimage/manga-tt996976.jpg,Chapter 18,4.79,/manga/manga-tt996976,"The strongest swordsman of the Warring States period, transferred to another world.At the end of the Warring States Period, Ginko, the greatest swordsman of the time, was always hungry for a fight to the death with someone stronger than herself. After cutting and cutting and cutting, she finally despairs that there is no one stronger than her in this world, and then she is transferred to another world! Before her eyes - a dragon!",Keigo Saito
manga-pl992568,Houkago Saitensei!,/mangaimage/manga-pl992568.jpg,Vol.3 Chapter 18.1: Pixiv Extras,3.92,/manga/manga-pl992568,"Ten years ago, a magic circle suddenly appeared above Earth, connecting it to the parallel world Alterna. This led to the invention of the Alternaphone, which allows people to freely reincarnate between worlds, allowing earthlings to become adventurers and otherworlders to become normal citizens. The series follows two amnesiac girls, earthling Kurami Utaho and otherworlder Melua Solaris, as they go back and forth between ordinary life on Earth and adventuring on Alterna. Published in Manga Time Kirara Forward",Sometime
manga-xj1000844,"I, The Demon Lord, Am Being Targeted By My Female Disciples!",/mangaimage/manga-xj1000844.jpg,Chapter 10,4.52,/manga/manga-xj1000844,"Bai Feng transmigrated into an ancient chinese style dating game and became the Demon Lord, Bai Qingling. The Bai Qingling in the game is cold-hearted and ruthless. In order to seek immortality, he cultivates the Path of Gu, makes human puppets, and does all kinds of evil. What’s even more hateful is that his three stunning female disciples he regards as pawns, are the villain bosses in the game’s “Pure Love” and “Evil Fall” routes! In such a desperate situation, let’s see how Bai Feng can turn the tables with the !",芝士雪豹嗷
manga-sx970306,Arifureta Shokugyou De Sekai Saikyou,/mangaimage/manga-sx970306.jpg,Chapter 75: Silver Aura,4.72,/manga/manga-sx970306,"Among the class transported to another world, Nagumo Hajime is an ordinary male student who didn’t have ambition nor aspiration in life, and thus called “Incompetent” by his classmates. The class was summoned to become heroes and save a country from destruction. Students of the class were blessed with cheat specifications and cool job class, however, it was not the case with Hajime, with his profession as a “Synergist”, and his very mediocre stats. “Synergist”, to put it in another word was just artisan class. Being the weakest, he then falls to the depth of the abyss when he and his classmates were exploring a dungeon. What did he find in the depth of the abyss, and can he survive?",Hakumai Ryou
manga-nz990908,Dorei Wo Choukyoushite Harem Tsukuru,/mangaimage/manga-nz990908.jpg,Chapter 50: Training A New Brat,3.76,/manga/manga-nz990908,A MAN purchases three little slaves and begins to groom them into perfect girls for his harem. You will never have a gaggle of lolis with horns in your life. ;_;,Aldehyde
manga-fb983310,"I Was Reincarnated, And Now I'm A Maid!",/mangaimage/manga-fb983310.jpg,Chapter 89,4.74,/manga/manga-fb983310,"Yulia is reincarnated in a world set before the start of an otome game. She started working as a maid in the castle, but she is serving the princess who appears as a villain in the game! ""I won't let this cute princess become a villain!"" Rumored as a tough, impregnable maid, she herself will make sure to show the princess happiness! She will use her knowledge of her previous life and the life of magic to change the future of the game is what she thought, but for some reason, a knight who showed interest in her appears! Not taking falling in love into consideration, follow this talented maid through her fantasy!",Tanaka Tetete
manga-ii986243,"It Seems My Lady Is The Villainess With Only A Bad End, So I'm Thinking Of Saving Her",/mangaimage/manga-ii986243.jpg,Chapter 12,4.55,/manga/manga-ii986243,"I'm a character in an otome game?!I'm Vincent, the butler of the Count's daughter. One day, I suddenly remembered that this world is one of an otome game that I played in my previous life. Furthermore, I remembered that the lady I adore will die a violent death as the villainess! Huh? Don't mess with me! I'll destroy my lady's destruction flag!! As her loving butler (and a capture target), I'll do everything I can to help my lady avoid her bad end.This is an intense isekai reincarnation comedy!",Komori Kiri
manga-su951803,Boku Girl,/mangaimage/manga-su951803.jpg,Chapter 107.5 : Bonus: My Lunch-Box,4.78,/manga/manga-su951803,"Mizuki gets confessed to by a boy in front of a special Mirror. Legend has it, that if you confess to someone you like in front of that mirror your wish comes true! There is a slight Problem in this Equation: Mizuki is just a very feminine looking boy. Also it seems that he caught the Attention of the Norse Trickster God Loki while glancing into the Mirror. Loki decides out of boredom to mess with Mizuki and turns him into a real Girl. Hijinks ensue...",Sugito Akira
manga-be956713,Sankarea,/mangaimage/manga-be956713.jpg,Vol.11 Chapter 56.5: Extra: Sankarea If,4.74,/manga/manga-be956713,"Chihiro Furuya is a male high-school student having a keen fascination with zombies, collection zombie-associated videogames, movie and manga, and even to the idea of wanting to ""kiss a zombie girl"". After the departure of his pet cat, Babu, he tries to resurrect an old manuscript, which describes the procedure for making a potion for resurrection being used by it. Only at that time, he sees a girl named Rea Sanka, who has runaway at home. In a effort to commit suicide, she drinks an example of the ""resurrection"" potion that is made in the toxic Hydrangea macrophylla bloom, even though this fails to eliminate her. Following a disagreement with her dad, she dies and falls from a cliff by accident. Nevertheless, as an effect of the potion, she becomes. The storyline follows the existence of Chihiro and his new 'zombie girl-friend'.",Hattori Mitsuru
manga-qd994286,Half Succubus Wo Hirotta,/mangaimage/manga-qd994286.jpg,Chapter 62: Daily Doodle 19,4.14,/manga/manga-qd994286,Take a child half succubus and half human.,Zurikishi
manga-rq995273,The Girls I Couldn't Date Before,/mangaimage/manga-rq995273.jpg,Chapter 42,3.79,/manga/manga-rq995273,"I, Min Hyun-chan, died lonely after being pushed over by women all my life. But the goddess of sympathy and ""pushovers,"" gives me a second chance! Will I be able to survive well in my restart in life,  where I can survive only by having sex with girl friends I know?",Hope
manga-up997972,Sorcerous Stabber Orphen - The Reckless Journey,/mangaimage/manga-up997972.jpg,,4.67,/manga/manga-up997972,"Poverty and Partners can always be counted on to make a bad situation worse. When trouble comes to town, Orphen finds himself forced to team up with the worst police officer on the force! Can he keep himself fed while avoiding friendly fire?",Akita Yoshinobu
manga-pq966925,Horn,/mangaimage/manga-pq966925.jpg,Vol.1 Chapter 7 : Murderer,5.0,/manga/manga-pq966925,"A legend says: ""A long time ago, God created numerous hardships, he made statements to the world. That statement made each gatekeepers with outstanding abilities stay all around the world. They are called Hon.""NOTE: On hiatus",Kim Jong Ook
manga-ng964615,Stupid Story,/mangaimage/manga-ng964615.jpg,Vol.1 Chapter 3,4.83,/manga/manga-ng964615,"Originally in GermanYanik is new at his school and doesn't want to be an outsider again. When he meets Alan he also wants to be as popular as him with the girls. But when Alan kissed Yanik to get rid of the girls, the admiration turns into disgust. But at a party where Yanik had to disguise himself as a girl Alan falls in love with the ""girl"" at first sight...",Anna Hollmann
manga-xm1001247,An Angel's Love At First Sight,/mangaimage/manga-xm1001247.jpg,Vol.1 Chapter 8,4.57,/manga/manga-xm1001247,A story about how an angel stops someone from committing suicide.,Hamita
manga-tl955894,Kyou No Asuka Show,/mangaimage/manga-tl955894.jpg,Vol.4 Chapter 48 : Asuka,4.71,/manga/manga-tl955894,Read some slice of Asuka-chan's normal life. And see how interesting some daily activites of a cute high schooler girl can be.,Mori Taishi
manga-tu958555,Ragnarok: Into The Abyss,/mangaimage/manga-tu958555.jpg,Vol.10 Chapter 103 [End],4.21,/manga/manga-tu958555,"Based loosely on norse mythology, Ragnarök is the term for the ""Twilight of the Gods"" the final destruction of the world. Christian equivalence would be Final Judgment.After 1000 years of peace, the wolf god Fenris Fenrir has been reborn. She seeks to find the reincarnation of Balder, the most beloved God, as the land of Midgard sinks further into anarchy. They are both key players in the coming of Ragnarok, the time when fate and free-will shall come into conflict as the very nature of the universe is forever redefined.The story begins with the reborn wolf god Fenris Fenrir in the form of a warlock. She is searching for the main character Chaos, a swordsman suffering from amnesia and possessing skills of a Dragon Knight who happens to be the incarnation of her love, Baldur. The story follows the journey of Fenris, Chaos, Iris (a cleric who is Chaos' friend), and Loki (one of the top assassins in Midgard), who are pursued by the Valkyries, lead by the war goddess, Freya.",Lee Myung-Jin
manga-ks988327,Hetakuso Love Step,/mangaimage/manga-ks988327.jpg,Chapter 7 : [End],4.62,/manga/manga-ks988327,"Spring: the second year of university. A time when a student should be able to enjoy their freedom and youth. Even though Kotarou has no friends and no girlfriend, he enjoys his calm life.However, because his beautiful childhood friend Miyako was being pursued by the university playboy Yoshino Aoi, Kotarou was forced to pretend to be her boyfriend.Kotarou thought that he was able to fool Yoshino, but he was easily caught. ""I've given up on her, so I want to get along with you now.""Yoshino then takes Kotarou to the bathroom to teach him some things...",Yoriko
manga-vn972670,The Legendary Moonlight Sculptor (Novel),/mangaimage/manga-vn972670.jpg,Chapter 53,3.49,/manga/manga-vn972670,"The man forsaken by the world, the man a slave to money and the man known as the legendary God of War in the highly popular MMORPG Continent of Magic. With the coming of age, he decides to say goodbye, but the feeble attempt to earn a little something for his time and effort ripples into an effect none could ever have imagined. Through a series of coincidences, his legendary avatar is sold for 3.1 billion won, bringing great joy to him, only to plunge him into despair at losing almost all of it to vicious loan sharks. With revelation of money through gaming, he rises from the abyss with new found resolve and steps forward into the new age of games led by the first ever Virtual Reality MMORPG, Royal Road. This is the legend of Lee Hyun on his path to becoming Emperor with only his family loving heart, his boundless desire for money, his unexpected mind, his diligently forged body and the talent of hard work backing him.",Nam Heesung
manga-po992523,"Take Me, I'm Yours",/mangaimage/manga-po992523.jpg,Chapter 115,4.58,/manga/manga-po992523,"Have you ever had a ghost as a roommate? That's the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The ""ghost"" in question is actually Jian Nam, heir to the Baekgyeong Group, who's currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian's accident, and endure living with her unexpected guest for three months?",Rosebean
manga-rb995110,Debu To Love To Ayamachi To!,/mangaimage/manga-rb995110.jpg,Chapter 33,3.94,/manga/manga-rb995110,"Yumeko used to be bullied for being bigger than other girls, but after she almost dies in an accident and awakens with no memories, she decides to turn her life aroundーby living happily in her own skin and even going after the one she loves.",Mamakari
manga-vj998718,Nemuro-Kun Wa Kao Ga Ii!,/mangaimage/manga-vj998718.jpg,Chapter 11,4.7,/manga/manga-vj998718,"Nemuro-kun sits next to me. He always hides his face with his bangs, and most people at school do not know his real face. One day, Takamura happened to know his face, and she couldn't take his eyes off Nemuro-kun! I love Nemuro-kun's face. But that is all I know. This is a school love comedy that begins with a face, where they gradually get to know each other!",Samo Suke
manga-pt993328,I Have A Post-Apocalyptic Dungeon,/mangaimage/manga-pt993328.jpg,Chapter 206,4.39,/manga/manga-pt993328,"A Female President? Then come help me manage the shelter. A Female Special Forces Soldier? Then come and be the captain of the guards. At the end of the world, titles like CEOs, beautiful women, secretaries, electricians, programmers and all other professions are all no longer useful. Don't be afraid to come to my underground system shelter- as long as you are talented people and human beings!",Action
manga-kk988067,What Do I Do?! I Have Transmigrated Into The Weakest Little Monster,/mangaimage/manga-kk988067.jpg,Chapter 109,3.88,/manga/manga-kk988067,"“Azure” is an online game that has been operating for ten years, and the ten-year-old player who has been in the service has also received a big gift from the game! Just after he clicked on it, he was… He even became the weakest monster in the game?Weakest Little Monster",山灰
manga-jo957549,Hatsukoi Limited,/mangaimage/manga-jo957549.jpg,Vol.4 Chapter 32.5 : Emergency Omake,4.17,/manga/manga-jo957549,"From Mangahelpers: Being an adolescent girl is just one problem after another. Middle-schooler Arihara Ayumi receives a note from a high-schooler, a very large and intimidating boy, Zaitsu Misao, asking her out. Frightened and intrigued, she doesn't know what to do! From Baka-Updates: A series of related stories about (a lot of) middle and high school students as they discover their hatsukoi (first love).",Kawashita Mizuki
manga-rb994910,Goodbye Declaration,/mangaimage/manga-rb994910.jpg,Chapter 9,4.61,/manga/manga-rb994910,"Goodbye Declaration manga, Kakeru Kiritani is a boy who is not good at socializing, doesn't attend school, and spends most of his time playing video games. In his last year of highschool, a fateful encounter awaits him! The one who appears in front of Kakeru is the complete opposite of him. She's naive, has a lot of fans and haters, and causes a lot of problems, but even so she's a beautiful girl who catches everyone's attentionRena Nanase!Torn between love and dreams, where is their last year of highschool headed!?The hit song ""Goodbye Declaration,"" which has over 100 million views on YouTube, has been adapted into a novel, and now it's going to crazily bloom into a manga!",Chinozo
manga-ii985465,Daybreaking Romance,/mangaimage/manga-ii985465.jpg,Chapter 64,4.74,/manga/manga-ii985465,"Blacked out from drinking, just what happened with his crush during that time...?!Dong Saebyeok, a scary-looking but softhearted guy who falls for his cool-headed junior, Seo Gwangchae.Watch their cute campus romance unfold because no matter how bad the day is, the sun always rises!",Yoowol
manga-xi956343,Ane Doki!,/mangaimage/manga-xi956343.jpg,Vol.4 Chapter 26.5 : Epilogue,4.61,/manga/manga-xi956343,"From the creator that brought you Ichigo 100% and Hatsukoi Limited comes her latest series: Ane Doki.The story centers on a 13 year old boy who is pushed around by a mysterious 17 year old girl. First she forces him to let her move in with him, then she takes his bed and that's only the beginning. What's in store for this innocent 13 year old boy whose life is being throw upside down by this girl!?From Baka-Updates:Ah, the dream of 13! Kouta is our normal everyday boy, living with his fun-loving workaholic father. Lusting after the school idol in his class, playing games with his friend... there's nothing especially noticeable about him. But one day his father has to transfer to Sapporo and then appears a girl who volunteers to be Kouta's live in caretaker. And what a girl!Everything about her is mysterious: her mysterious incredibly showy body, her mysterious interest in our boy, and her mysterious need to sleep in the same room...Doki, doki...",Kawashita Mizuki
manga-li989191,Kill Me Next Time,/mangaimage/manga-li989191.jpg,Chapter 69.5,4.38,/manga/manga-li989191,"Kill Me Next Time summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Kill Me Next Time. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Updating
manga-ej982218,The Troubles Of A Fortune Teller,/mangaimage/manga-ej982218.jpg,Chapter 13: The Price Increase And Getting Scolded,4.64,/manga/manga-ej982218,"Uranai Shouko is a master fortune-teller who can solve any problem brought before her. Except for her own, of course, which appears in the form of a young boy.",Rasupe
manga-bc978537,Senpai! Ima Kara Kokurimasu!,/mangaimage/manga-bc978537.jpg,Chapter 30,4.75,/manga/manga-bc978537,"Once Koharu's favorite actress told her that a good woman never gets dumped. Ever since then, Koharu has lived a life where she neither failed in her confessions nor she got dumped. Koharu is extremely proud of the life she has led so far. Not her friends though. They are tired of this farce since they know all too well that she has only ever confessed to the boys who wouldn't be able to turn her down. Annoyed at her charade, they finally snap and challenge her to confess to Kanzaki, a second year heartthrob in their school, who has turned down every single confession with a smile and thereby earning a nickname'the smiling guillotine.'Prideful Koharu decides to take up the challenge and confesses to Kanzaki only to be turned down even before she gets to complete her sentence. This cannot and shall not be accepted! Koharu refuses to back down and decides to keep on confessing until she gets an OK from him!",Shinmoto Shin
manga-kq988173,"Since I Became A Commoner, My Engagement Was Annulled!",/mangaimage/manga-kq988173.jpg,Vol.1 Chapter 4,4.57,/manga/manga-kq988173,"Two babies of different statuses were swapped by fairies. Raised as a noble, the 13 years old Anna became an adult. She who doesn't resemble her family at all, worried every day because she couldn't use her magic that well. One day, a fairy appears right in front of her...",Ooiwa Kenji
manga-do980649,Aobuta 6-Koma,/mangaimage/manga-do980649.jpg,Chapter 29: Everyday Life,4.79,/manga/manga-do980649,A series of 6-komas posted on the official,Kamoshida Hajime
manga-pf992414,Love You Is My Fault,/mangaimage/manga-pf992414.jpg,Chapter : Notice,4.5,/manga/manga-pf992414,"He, who had been waiting in the orphanage, was suddenly found by his biological father and taken back to England. I thought I could live a happy life with ""family"", but the reason he didn't want his biological father to call him home was to repay the debt. And the young adoptive father who was transferred to seemed to be a big brother known for his cruelty. While smirking his father to act with his adoptive father, he felt ""Dad""s depression and sadness. The fake father and son are not too fragrant~~",卡比丘
manga-cs979901,Joshi Daisei Ga Goukon De Onee-San Ni Mochikaerareru Hanashi,/mangaimage/manga-cs979901.jpg,Vol.3 Chapter 65.5,3.98,/manga/manga-cs979901,College girl Kawada Rika gets roped into going to a mixer where she meets an older girl named Suda Natsuko and they are immediately enamored with each other.,Yukio Yuki
manga-uj998018,Mou Furenai Kimi,/mangaimage/manga-uj998018.jpg,Chapter 39,4.03,/manga/manga-uj998018,A Classmate with a shaved head who was touched a long time ago becomes a celebrity...,Tatsunoko
manga-mo963497,Shinigami No Kyou,/mangaimage/manga-mo963497.jpg,Vol.1 Chapter 1.1,5.0,/manga/manga-mo963497,"Sasakura Kyouya is your typical average high school boy (what else would he be? a ninja?) who is no longer ordinary after meeting a girl shinigami one day, who her purpose is to protect him. How will Kyouya survive this aloof shinigami? What kind nud- *cough* i mean ""Plot"" awaits him?That is only for Kyouya to find out!",Hoshino Madoka
manga-fp957150,Koi Wo Shimashou,/mangaimage/manga-fp957150.jpg,Vol.1 Chapter 7.5,4.92,/manga/manga-fp957150,"From Half-Baked Scanlations:1) Koi wo Shimashou (Let's make Love)Management consultant Kobayashi uses his work to pick up younger men who catch his eye. Unfortunately, on his latest project he finds himself stuck with morose middle-aged manager Chief Araki. Kobayashi's initial horror develops into a professional respect that inspires him to use his easygoing charm to strike up an unlikely friendship.2) Koi wo Kanjite3) DirtCaught up in a bank robbery, middle-aged branch manager Nishio is engaged in a battle of wills with lead robber Kazuya: a laidback macho thug who knows his personal details and has a weakness for older men.4) Ano Koro ni Modorenai5) Mune Ippai no (Wholehearted)Section Chief Shingo's stress at work is spilling over into his private life. A cheerful security guard enters his life, but even he finds Shingo's violent mood swings too much to handle.6 Tsurete Itte Kure7) Memorial Day8) Manga Lesson",Nishida Higashi
manga-ws1000201,Kaifukushoku No Akuyaku Reijou,/mangaimage/manga-ws1000201.jpg,Chapter 3: Prayer For A Job Change,4.65,/manga/manga-ws1000201,"Job change from villainess to ! Become the adventurer of your dreams with cheat knowledge! Charlotte discovered that she was in the game world she played in her previous life when her engagement was broken off. With her cheat knowledge, she escapes from the scenario and changes her job to a  in the enemy country, and enjoys a free adventurous life!",Puni-Chan
manga-um958595,Oyayubihime Infinity,/mangaimage/manga-um958595.jpg,Vol.06 Chapter 0 : End,5.0,/manga/manga-um958595,"Long ago, a group of friends banded together—and now the whole gang has been reincarnated in the present day. Each has a reminder of the past: a butterfly-shaped birthmark on their thumbs. When the marks touch, they catch a glimpse of their shared past, though what they see doesn't always match.Tsubame insists that he and Kanoko are fated to be together. By the time Kanoko finds out it's not true, it's too late: she's already fallen for him. The ""butterfly"" friends must reconcile their ties to the past with their present desire for fun and romance!",Fujieda Toru
manga-ox958032,Love Maniac,/mangaimage/manga-ox958032.jpg,Vol.1 Chapter 4,4.5,/manga/manga-ox958032,"From JShoujo Scans:Mayu's a looker and she knows it. However, her rotten personality and selfish ways are too much for ANY guy, and she's never been able to date a guy for longer than a month before he dumps her! Things start looking up when she bumps into Miki, a childhood friend she hasn't seen since middle school who has a...very girly side to him, and she finds out that he goes to the same school as her latest crush! She decides to take advantage of this but first she has to butter up to him...instead she finds herself falling for him! Can she really be falling for a guy who paints his nails?!",Yoshino Mari
manga-qy958207,Good Father,/mangaimage/manga-qy958207.jpg,Vol.1 Chapter 5 : For Love Chill Out,5.0,/manga/manga-qy958207,"[From Impossibility]:Nakamura Sano feels great stress when his girlfriend asks him to meet her father. When he gets the courage to come visit, he discovers that her father is actually a first class DJ who doesn't want his daughter to date Sano. As a result, Sano throws himself into the DJ world and enters the DJ preliminary match to prove himself worthy for his daughter![ A Correction From Silvermagic]",Uzuki Kagaya
manga-gw983879,The Red Eyed Girl,/mangaimage/manga-gw983879.jpg,Chapter 1,4.6,/manga/manga-gw983879,The Red Eyed Girl Comics Online. This is the story of a girl who gets powers once her eyes turned red when she was only 8 which made people to assume she was an evil demon as some of the old stories they believe in claim and since then they caused her many problems. The girl being fed up with all they did to her gets determined to help people with her powers to prove everyone was wrong all along about her and at one moment she ends up saving a boy’s life who later becomes her crush and she starts developing feelings for him.,Updating
manga-gu954655,Shixiong,/mangaimage/manga-gu954655.jpg,Chapter 5-V.2,4.25,/manga/manga-gu954655,"From The Faiien Scans:Protagonist XiaoFei used to be an ordinary guy from H city. After the spring water was contaminated with a virus, however, he unexpectedly encountered an unprecedented crisis. The people living in H City became zombies one by one, devouring each other, and gradually evolving. Can XiaoFei escape from H city and meet up with his girlfriend Wei? The story now begins...",七度鱼(Qiduyu) [Add]
